0	50
0	51
0	52
0	53
0	54
0	55
0	56
0	58
0	59
0	61
0	62
0	63
0	64
0	65
0	66
0	67
0	68
0	69
0	70
0	71
0	72
0	73
0	74
0	75
0	76
0	77
0	78
0	79
0	80
0	81
0	82
0	83
0	84
0	85
0	86
0	87
0	88
0	89
0	90
0	91
0	92
0	94
0	95
0	96
0	97
0	99
0	100
0	101
0	102
0	103
0	104
0	105
0	106
0	107
0	108
0	109
0	110
0	111
0	112
0	113
0	114
0	115
0	116
0	117
0	118
0	119
0	120
0	121
0	122
0	123
0	124
0	125
0	126
0	127
0	128
0	129
0	130
0	131
0	132
0	133
0	134
0	135
0	136
0	137
0	138
0	139
0	140
0	141
0	142
0	143
0	144
0	145
0	146
0	147
0	148
0	149
1	1
1	2
1	3
1	6
1	8
1	9
1	12
1	13
1	24
1	25
1	29
1	30
1	34
1	37
1	38
1	41
1	42
1	45
1	47
1	57
1	60
1	93
1	98
2	0
2	4
2	5
2	7
2	10
2	11
2	14
2	15
2	16
2	17
2	18
2	19
2	20
2	21
2	22
2	23
2	26
2	27
2	28
2	31
2	32
2	33
2	35
2	36
2	39
2	40
2	43
2	44
2	46
2	48
2	49
